,instr,class,nb.repeat,attendance,difficulty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
2991,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2992,3,3,1,1,5,1,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,4,3,3,4,2,2,5
2994,3,3,1,1,3,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,4
2995,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,2,2,2,3,3,3,3
2999,3,3,1,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
3000,3,3,1,4,3,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3002,3,3,1,2,2,4,4,4,4,4,4,4,2,4,5,4,4,4,4,5,3,4,4,4,4,4,5,4,4,3,4,5,4
3004,3,3,1,1,4,2,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3006,3,3,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4
3010,3,3,1,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2
3011,3,3,1,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,2,2,3,4,4,4,3,3,4,2,3,3,2,4,3
3014,3,3,1,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3019,3,3,1,3,4,1,1,3,4,2,1,1,1,1,2,3,2,1,1,3,1,5,1,3,3,1,1,1,1,5,3,3,3
3020,3,3,1,2,3,2,3,1,3,2,2,3,2,2,3,1,3,1,2,2,2,3,2,2,2,3,2,1,3,3,1,2,2
3022,3,3,1,1,4,1,4,3,2,4,4,1,2,2,2,4,2,3,4,4,3,5,3,2,2,3,4,2,2,4,2,1,5
3024,3,3,1,2,4,3,3,3,3,3,3,3,3,2,3,3,2,3,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3
3029,3,3,1,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3032,3,3,1,1,1,1,5,1,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,2,3
3033,3,3,1,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,2,2,5,3,3,2,2,2,3,3,3,2,2,2
3034,3,3,1,4,3,4,4,4,4,4,3,2,1,2,3,3,3,3,4,4,5,4,3,4,3,3,2,3,4,3,2,3,4
3038,3,3,1,1,4,4,4,3,3,3,3,3,2,2,2,2,2,2,3,4,3,3,4,3,2,3,3,4,3,2,3,3,3
3039,3,3,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,4,1,3,2,2,3,2,1,3,1,1,5
3044,3,3,1,2,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4
3054,3,3,1,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
3056,3,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
3058,3,3,1,1,4,2,2,4,3,2,3,1,2,1,2,2,2,5,4,4,2,4,2,3,2,2,3,2,2,3,4,3,4
3063,3,3,1,1,4,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,4,4,4
3064,3,3,1,3,3,2,4,4,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
3067,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,3,4,4,5,5,5,5,5,4,4,5
3070,3,3,1,2,3,1,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,1,4,4,4,4,4,4
3072,3,3,1,2,5,5,4,4,5,5,3,4,4,4,3,5,4,3,3,4,5,3,5,4,3,4,3,4,3,4,3,4,5
3073,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3078,3,3,1,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4
3080,3,3,1,3,4,1,1,3,1,1,3,2,2,1,2,2,1,2,2,3,2,4,2,4,3,2,2,2,2,4,3,1,5
3082,3,3,1,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
3086,3,3,1,2,4,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,2,2,2,2,1,1,2
3087,3,3,1,3,4,2,2,2,2,2,2,3,4,4,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
3089,3,3,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3090,3,3,1,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,4,1,4,3,3,2,2,4,3
3091,3,3,1,1,4,4,4,4,4,4,2,2,2,2,3,2,1,4,4,4,3,4,3,4,3,2,3,3,3,4,4,4,5
3094,3,3,1,2,3,3,4,3,3,3,3,3,3,3,3,4,4,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5
3099,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3
3100,3,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3103,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4
3104,3,3,1,2,5,4,3,3,4,3,4,3,1,1,2,4,2,2,2,4,3,4,2,2,2,3,4,3,4,5,2,2,3
3105,3,3,1,1,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,5,5,3,5,2,5,2
3108,3,3,1,1,4,5,4,5,4,3,3,4,4,5,4,3,5,5,4,4,3,2,4,3,4,5,3,3,4,3,5,4,3
3115,3,3,1,3,4,2,4,3,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,5
3116,3,3,2,1,4,3,3,4,4,4,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
3119,3,3,1,4,2,5,5,5,5,4,2,4,2,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,4,5,4,3,5
3123,3,4,3,1,3,3,3,2,4,3,3,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3124,3,4,3,3,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3125,3,4,3,1,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3127,3,4,3,1,3,4,3,3,4,3,4,4,4,4,4,4,4,3,2,3,3,2,2,2,3,2,3,3,3,2,3,4,3
3128,3,4,2,3,4,2,2,4,2,4,2,4,3,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3
3129,3,4,1,1,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3130,3,4,2,3,4,1,1,4,1,3,3,1,1,4,2,4,4,5,5,3,2,5,4,4,3,4,1,1,3,3,3,1,5
3131,3,4,2,2,3,2,3,3,2,3,2,1,2,3,2,1,1,2,3,3,2,4,3,1,3,3,3,2,2,3,3,3,3
3132,3,4,2,2,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,4,3,2,3,3,2,3,2,3,3,1,3
3133,3,4,2,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4
3134,3,4,2,3,3,1,1,2,1,1,4,1,1,4,2,4,2,4,2,2,1,4,1,1,3,4,4,2,2,4,3,2,4
3136,3,4,1,3,3,1,1,3,1,3,1,1,2,1,1,2,1,3,2,3,1,1,2,1,1,3,3,1,1,3,1,2,2
3141,3,4,1,3,4,1,2,3,1,1,1,1,1,3,2,4,2,2,2,2,1,4,1,2,3,2,1,2,1,2,4,3,3
3142,3,4,1,3,3,1,1,1,1,1,2,1,2,2,1,2,1,2,2,3,2,4,3,2,3,2,2,2,2,3,4,1,2
3143,3,4,1,3,3,1,2,3,1,2,2,2,2,4,2,5,3,3,4,2,3,4,3,4,3,2,2,2,3,3,4,1,4
3144,3,4,1,3,3,1,2,3,1,2,3,2,1,2,2,3,1,3,4,2,1,3,1,2,1,2,3,2,1,2,3,2,4
3145,3,4,1,3,3,4,3,2,3,2,2,2,2,3,2,3,3,4,3,3,3,5,3,4,4,4,4,4,4,4,4,3,4
3147,3,4,1,4,4,1,1,4,1,2,1,2,1,4,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,1,1
3150,3,4,1,3,3,1,2,2,1,1,1,1,1,5,1,5,1,5,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1
3151,3,4,1,4,2,3,2,4,4,2,3,2,2,5,4,4,4,4,4,5,3,5,4,4,4,4,3,4,4,5,4,2,3
3152,3,4,1,3,3,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1
3153,3,4,1,1,3,1,1,1,1,1,1,1,1,3,2,3,1,2,3,2,3,4,3,4,3,3,3,2,1,1,3,1,2
3154,3,4,1,3,3,1,2,4,2,3,2,2,2,3,2,3,3,4,4,3,4,4,4,4,3,4,3,2,2,4,4,2,4
3155,3,4,1,3,3,1,3,4,1,1,1,1,1,1,1,1,1,2,3,4,1,4,2,2,1,1,1,1,1,1,2,1,1
3156,3,4,1,4,3,1,1,2,1,2,1,1,1,4,2,2,1,1,4,4,3,1,2,3,2,3,3,3,1,3,1,2,2
3158,3,4,1,3,2,1,2,2,2,2,2,1,2,4,2,4,3,2,3,3,2,3,2,3,2,3,3,2,2,4,3,1,2
3159,3,4,1,3,1,1,1,4,1,1,1,1,1,4,1,1,4,3,3,1,1,5,1,1,1,1,1,1,1,1,5,1,5
3160,3,4,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,4,2,2,1,2,2,1,1,2,1,1,1
3162,3,4,1,3,3,2,3,3,3,3,3,2,2,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4
3163,3,4,1,3,2,1,2,2,2,3,3,3,3,4,2,3,3,4,4,3,2,5,3,4,4,4,3,2,3,4,4,3,3
3164,3,4,1,2,4,2,4,4,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4
3168,3,4,3,2,3,4,4,2,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3169,3,4,3,1,2,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3175,3,4,2,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3176,3,4,2,3,1,2,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3182,3,4,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2
3183,3,4,1,3,3,2,3,3,2,4,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
3184,3,4,1,3,3,1,1,2,1,1,1,1,1,3,2,1,1,3,2,3,4,4,3,1,2,3,2,2,1,3,4,3,3
3191,3,4,1,2,5,2,2,2,2,2,2,1,2,3,2,4,2,4,3,4,3,4,3,3,3,3,3,2,2,3,3,2,3
3192,3,4,1,3,4,1,1,2,2,4,4,4,4,4,3,3,3,5,4,2,3,3,3,1,2,2,1,4,3,4,5,3,4
3194,3,4,1,4,4,1,1,2,1,1,5,3,1,3,3,2,5,5,5,4,3,5,3,2,3,3,3,3,1,5,5,5,5
3207,3,4,1,3,5,3,3,3,3,3,2,3,2,4,2,2,2,3,3,3,3,5,2,3,3,3,3,3,3,4,4,3,4
3210,3,4,1,2,4,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3212,3,4,1,1,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3213,3,4,1,2,3,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
3214,3,4,1,2,4,2,3,4,3,2,3,3,3,2,4,3,3,2,3,5,4,3,3,4,4,4,3,4,3,2,2,3,3
3217,3,4,1,4,3,1,1,1,1,2,2,2,2,3,2,2,1,2,3,2,4,4,4,1,4,5,5,5,5,5,5,5,5
3218,3,4,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3
3219,3,4,1,3,3,1,2,3,1,2,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4
3222,3,4,1,3,3,3,3,3,2,3,3,4,4,3,4,3,3,4,4,3,3,4,3,3,3,3,3,2,2,4,3,3,3
3224,3,4,1,1,3,2,1,1,2,2,2,2,2,3,2,3,2,3,3,3,2,4,1,4,2,2,4,3,3,3,3,4,3
3225,3,4,1,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
3226,3,4,1,2,5,2,2,4,2,4,4,4,4,4,4,2,3,3,4,4,3,4,3,4,4,3,3,4,4,4,3,4,4
3228,3,4,1,3,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,4,3,5,3,3,4,4,4,3,3,4,4,4,4
3232,3,4,1,3,3,2,2,3,3,3,3,3,2,3,3,3,2,4,3,3,3,4,3,3,2,2,2,2,3,3,3,3,3
3235,3,4,2,4,5,1,2,3,3,2,3,3,2,2,3,3,2,3,4,3,5,4,3,2,1,2,3,2,4,3,2,3,3
3238,3,4,2,1,4,1,1,2,1,2,2,2,2,3,2,2,2,4,4,4,3,4,5,4,4,4,5,3,3,5,4,4,5
3239,3,4,1,1,4,2,3,2,3,4,5,4,3,2,3,4,3,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4
3242,3,4,1,1,3,2,4,5,2,3,4,4,3,4,4,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,5
3245,3,4,3,4,4,2,3,3,2,2,2,2,3,2,3,2,2,3,4,3,3,5,4,4,4,5,5,4,4,5,3,2,4
3249,3,4,3,2,5,1,2,2,3,4,4,4,3,4,3,4,3,3,1,4,1,2,3,3,3,4,3,4,3,2,3,2,2
3250,3,4,2,3,4,3,3,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,5,4,4,5,5,4,4,4,5,5,5
3251,3,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,3
3256,3,4,1,1,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3261,3,4,1,3,4,2,2,4,4,3,2,3,2,3,3,2,2,4,4,4,3,5,4,4,4,3,4,3,3,4,3,2,3
3267,3,4,1,1,4,2,3,4,3,3,4,3,2,3,2,5,3,3,4,2,1,5,2,1,5,4,2,3,3,2,4,2,4
3272,3,4,1,3,5,3,3,1,3,2,1,1,1,1,1,1,1,4,4,4,3,5,4,4,4,4,3,2,2,3,1,1,4
3274,3,4,1,3,4,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,2,4,2,4,4,4,4,4,4,3,3,3,3
3276,3,4,1,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3278,3,4,1,1,4,1,1,1,1,1,1,1,1,3,1,2,2,1,2,4,1,4,1,2,2,1,2,2,2,2,1,2,4
3281,3,4,1,3,5,3,2,1,3,1,1,1,2,2,1,1,1,1,4,1,1,5,1,1,3,3,1,1,1,4,1,1,5
3282,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
3286,3,4,1,2,4,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3287,3,4,1,4,4,1,3,3,1,2,1,2,3,3,2,1,1,4,4,3,3,5,4,3,3,3,3,2,2,3,3,1,3
3290,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3293,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3
3294,3,4,1,3,5,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3296,3,4,1,3,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3298,3,4,1,3,3,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,3,3,4,4,4,3,2,4,3,3,4,4
3303,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3
3306,3,4,1,3,4,1,2,2,2,2,2,2,2,2,2,2,3,4,4,5,5,5,4,5,4,4,4,5,5,4,3,5,5
3307,3,4,1,1,3,2,2,2,2,2,2,1,2,4,2,4,1,3,4,2,3,4,2,4,3,4,4,2,3,4,3,4,4
3308,3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4
3310,3,5,3,1,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3311,3,5,2,1,3,2,4,3,3,4,5,3,4,2,3,3,2,3,4,4,2,4,3,3,4,4,4,2,3,4,3,3,4
3312,3,5,1,3,2,3,3,2,3,3,4,4,2,3,3,4,5,3,4,4,2,4,2,3,2,3,4,3,2,3,3,3,2
3313,3,5,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,1,1,1
3316,3,5,2,3,3,4,4,2,4,4,4,4,3,4,3,4,3,1,1,4,4,4,3,4,4,4,4,4,2,4,4,4,5
3318,3,5,1,4,3,2,4,3,5,3,3,3,2,1,1,1,1,4,5,5,3,5,1,5,5,5,4,3,2,4,5,3,3
3319,3,5,1,2,5,3,3,1,3,3,3,2,2,1,3,4,2,4,4,4,3,5,3,4,5,4,4,1,3,2,5,1,3
3320,3,5,1,2,1,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
3321,3,5,1,4,3,2,2,1,3,2,5,1,3,1,1,3,3,2,2,5,1,5,1,4,1,3,2,3,2,3,2,3,2
3322,3,5,1,2,4,4,2,2,4,4,4,4,3,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3324,3,5,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3
3326,3,5,1,3,1,3,4,3,4,2,4,3,2,4,4,5,5,3,3,4,3,5,3,4,4,4,3,2,2,3,3,2,3
3329,3,5,2,1,3,4,4,4,4,4,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
3330,3,5,2,2,3,1,1,1,3,3,3,3,4,2,2,3,2,3,4,3,4,4,4,3,2,2,3,3,3,2,3,2,4
3335,3,5,1,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3341,3,5,1,2,4,4,3,2,4,2,3,2,2,2,2,1,1,3,4,4,3,5,2,3,4,4,4,2,4,4,4,4,4
3345,3,5,1,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,4,4,5,4,3,3,4,3,3,2,3,2,2,4,2
3346,3,5,1,2,3,3,2,3,3,4,4,4,1,3,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3347,3,5,1,2,3,4,3,3,3,2,4,4,3,3,4,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4
3352,3,5,1,2,4,4,4,3,4,4,4,3,3,1,3,2,3,4,4,4,4,4,4,5,5,4,3,3,5,4,2,2,5
3354,3,5,1,3,4,4,4,3,4,4,4,4,2,3,2,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,2,4,4
3355,3,5,1,2,4,1,2,1,1,2,2,1,1,1,1,1,1,2,3,2,1,4,1,2,2,2,3,2,2,4,2,1,2
3356,3,5,1,1,3,2,4,4,4,2,4,1,2,2,4,1,2,4,5,5,3,5,5,4,5,5,5,2,2,4,4,2,4
3358,3,5,1,3,1,4,4,3,4,5,4,4,3,5,3,2,3,5,5,5,5,5,4,4,4,4,5,3,3,5,5,4,5
3359,3,5,1,3,4,2,3,4,4,4,4,4,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5
3360,3,5,1,1,3,2,3,4,2,3,4,4,2,2,2,2,2,4,4,4,4,4,4,3,4,4,5,3,3,5,4,3,4
3361,3,5,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
3364,3,5,1,2,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5
3372,3,5,1,2,4,4,4,4,4,4,4,3,2,3,3,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
3379,3,5,1,3,5,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,5,5,3,3,3,3,4,3,3
3380,3,5,1,3,3,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4
3383,3,5,1,3,4,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,5,5,5,5,5,5,5,5,4,4
3384,3,5,1,3,4,4,5,3,4,5,4,4,3,4,3,4,4,4,4,5,4,5,4,4,5,5,4,4,3,4,4,4,5
3387,3,5,3,1,3,3,4,4,3,4,4,4,4,4,3,4,4,5,5,5,5,4,5,4,3,5,4,3,4,4,3,3,4
3396,3,5,1,3,3,2,2,3,2,3,4,3,2,3,2,1,1,2,2,4,2,5,2,5,4,4,4,3,2,3,3,3,5
3398,3,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
3406,3,5,1,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3408,3,5,1,4,1,3,4,4,4,3,4,4,4,4,4,5,5,3,4,4,3,4,4,3,4,5,4,4,4,4,4,4,4
3415,3,5,1,2,3,1,1,2,1,2,2,2,2,3,2,1,1,2,2,4,2,5,3,2,3,2,4,3,3,3,3,1,4
3417,3,5,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3426,3,5,1,2,3,4,3,3,3,3,3,3,2,3,3,2,2,4,2,4,3,3,4,3,3,4,4,3,3,2,3,3,3
3428,3,5,1,4,2,3,3,1,3,1,2,3,3,4,4,2,4,4,4,4,2,4,2,4,4,4,2,2,2,2,4,1,4
3429,3,5,1,4,3,2,3,2,2,2,3,2,2,4,2,5,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2
3431,3,5,1,3,1,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,2,2
3433,3,5,1,3,1,2,2,2,2,2,2,2,5,2,5,2,3,2,3,2,2,2,5,2,2,3,3,1,2,2,2,1,1
3437,3,5,1,4,3,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3439,3,5,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3442,3,5,1,4,2,1,3,3,3,3,3,2,2,3,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,2,4
3444,3,5,1,4,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2
3446,3,5,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,4,3,3,3,2,3,4,3,4,3,3,5,2,3,2,3
3447,3,5,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3452,3,5,1,4,4,5,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3454,3,5,1,4,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2
3455,3,5,3,3,2,2,2,3,2,2,2,2,2,3,2,4,2,3,3,3,2,4,2,2,3,3,3,2,2,3,4,1,4
3458,3,5,1,3,4,1,1,2,3,5,5,3,1,1,2,1,1,2,4,4,2,4,3,3,3,5,4,1,4,4,4,1,4
3459,3,5,1,3,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,2,2,4,3,3
3462,3,5,1,4,1,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,3
3464,3,5,1,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,3,4,3,4,5,4,5,5,4,4,4,4
3466,3,5,1,4,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3467,3,5,1,4,1,3,2,3,4,4,5,5,4,4,3,4,4,5,5,5,5,3,5,5,4,3,4,5,5,4,4,5,4
3472,3,5,3,3,2,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,5,4,5,4,5,5,4,5,4,5,5,5
3474,3,5,1,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3476,3,5,1,4,4,4,4,4,4,4,2,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3478,3,5,1,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3
3480,3,5,1,2,4,1,2,5,2,2,2,2,2,2,1,1,1,3,4,4,2,4,3,3,4,4,4,3,4,4,3,2,4
3483,3,5,1,3,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4
3487,3,5,1,3,4,2,2,2,2,2,1,1,2,3,2,1,1,2,2,1,1,4,1,2,2,3,3,1,2,3,2,2,4
